path,label
dataset/images/lab/Auto_cropped/chionanthus_virginicus/pi2214-03-1.jpg,chionanthus_virginicus
dataset/images/field/acer_palmatum/13001152965577.jpg,acer_palmatum
dataset/images/lab/Auto_cropped/acer_rubrum/pi2608-02-3.jpg,acer_rubrum
dataset/images/field/cryptomeria_japonica/13001326972313.jpg,cryptomeria_japonica
dataset/images/field/prunus_virginiana/13002166691101.jpg,prunus_virginiana
dataset/images/lab/Auto_cropped/chionanthus_virginicus/pi2217-01-1.jpg,chionanthus_virginicus
dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-05-3.jpg,maclura_pomifera
dataset/images/field/staphylea_trifolia/13291710343554.jpg,staphylea_trifolia
dataset/images/lab/Auto_cropped/ptelea_trifoliata/pi0003-06-1.jpg,ptelea_trifoliata
dataset/images/lab/Auto_cropped/carya_cordiformis/pi2337-09-4.jpg,carya_cordiformis
dataset/images/lab/Auto_cropped/prunus_virginiana/wb1319-01-3.jpg,prunus_virginiana
dataset/images/field/ostrya_virginiana/13001985585580.jpg,ostrya_virginiana
dataset/images/field/acer_rubrum/13001155902345.jpg,acer_rubrum
dataset/images/lab/Auto_cropped/acer_rubrum/pi2773-08-2.jpg,acer_rubrum
dataset/images/field/quercus_montana/13292231171829.jpg,quercus_montana
dataset/images/field/ulmus_americana/1249315489_0002.jpg,ulmus_americana
dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-10-2.jpg,diospyros_virginiana
dataset/images/lab/Auto_cropped/ilex_opaca/pi1021-02-3.jpg,ilex_opaca
dataset/images/lab/Auto_cropped/staphylea_trifolia/pi2196-02-4.jpg,staphylea_trifolia
dataset/images/lab/Auto_cropped/quercus_montana/pi0040-09-3.jpg,quercus_montana
dataset/images/field/styrax_japonica/13002208602856.jpg,styrax_japonica
dataset/images/field/abies_concolor/12995309743932.jpg,abies_concolor
dataset/images/lab/Auto_cropped/broussonettia_papyrifera/wb1389-05-2.jpg,broussonettia_papyrifera
dataset/images/field/aesculus_pavi/13033299106306.jpg,aesculus_pavi
dataset/images/lab/Auto_cropped/ulmus_rubra/pi2613-05-3.jpg,ulmus_rubra
dataset/images/lab/Auto_cropped/ptelea_trifoliata/pi0004-11-3.jpg,ptelea_trifoliata
dataset/images/lab/Auto_cropped/acer_palmatum/wb1128-01-3.jpg,acer_palmatum
dataset/images/lab/Auto_cropped/ptelea_trifoliata/pi0006-02-4.jpg,ptelea_trifoliata
dataset/images/lab/Auto_cropped/carya_cordiformis/pi0055-02-3.jpg,carya_cordiformis
dataset/images/lab/Auto_cropped/ulmus_pumila/ny1049-09-1.jpg,ulmus_pumila
dataset/images/lab/Auto_cropped/liriodendron_tulipifera/pi2247-05-3.jpg,liriodendron_tulipifera
dataset/images/field/styrax_japonica/13002208607054.jpg,styrax_japonica
dataset/images/lab/Auto_cropped/ulmus_americana/pi2486-11-2.jpg,ulmus_americana
dataset/images/field/catalpa_bignonioides/13001269150194.jpg,catalpa_bignonioides
dataset/images/field/styrax_japonica/13002208607616.jpg,styrax_japonica
dataset/images/field/styrax_japonica/13002208606420.jpg,styrax_japonica
dataset/images/lab/Auto_cropped/ilex_opaca/pi2630-08-1.jpg,ilex_opaca
dataset/images/field/ulmus_pumila/13291724508224.jpg,ulmus_pumila
dataset/images/lab/Auto_cropped/abies_concolor/ny1179-09-3.jpg,abies_concolor
dataset/images/lab/Auto_cropped/aesculus_pavi/ny1019-09-3.jpg,aesculus_pavi
dataset/images/lab/Auto_cropped/broussonettia_papyrifera/ny1123-08-4.jpg,broussonettia_papyrifera
dataset/images/lab/Auto_cropped/ostrya_virginiana/pi2194-07-2.jpg,ostrya_virginiana
dataset/images/lab/Auto_cropped/acer_negundo/pi2027-02-3.jpg,acer_negundo
dataset/images/lab/Auto_cropped/staphylea_trifolia/pi2464-05-2.jpg,staphylea_trifolia
dataset/images/field/styrax_japonica/13002208601015.jpg,styrax_japonica
dataset/images/lab/Auto_cropped/broussonettia_papyrifera/ny1122-09-1.jpg,broussonettia_papyrifera
dataset/images/lab/Auto_cropped/gleditsia_triacanthos/pi2769-04-3.jpg,gleditsia_triacanthos
dataset/images/lab/Auto_cropped/juglans_cinerea/wb1487-08-2.jpg,juglans_cinerea
dataset/images/field/styrax_japonica/13002208601611.jpg,styrax_japonica
dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2201-01-2.jpg,diospyros_virginiana
dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-03-2.jpg,diospyros_virginiana
dataset/images/lab/Auto_cropped/asimina_triloba/pi2179-03-1.jpg,asimina_triloba
dataset/images/lab/Auto_cropped/broussonettia_papyrifera/ny1122-03-3.jpg,broussonettia_papyrifera
dataset/images/lab/Auto_cropped/liriodendron_tulipifera/pi2247-05-4.jpg,liriodendron_tulipifera
dataset/images/field/ostrya_virginiana/13001985587681.jpg,ostrya_virginiana
dataset/images/lab/Auto_cropped/catalpa_bignonioides/pi2718-03-4.jpg,catalpa_bignonioides
dataset/images/lab/Auto_cropped/acer_rubrum/pi2609-04-4.jpg,acer_rubrum
dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-09-4.jpg,diospyros_virginiana
dataset/images/lab/Auto_cropped/broussonettia_papyrifera/wb1390-03-1.jpg,broussonettia_papyrifera
dataset/images/lab/Auto_cropped/ulmus_rubra/pi2613-03-3.jpg,ulmus_rubra
dataset/images/lab/Auto_cropped/acer_palmatum/wb1129-05-3.jpg,acer_palmatum
dataset/images/lab/Auto_cropped/ostrya_virginiana/pi2194-03-4.jpg,ostrya_virginiana
dataset/images/field/ulmus_pumila/13291724509190.jpg,ulmus_pumila
dataset/images/field/prunus_virginiana/13002169492013.jpg,prunus_virginiana
dataset/images/lab/Auto_cropped/broussonettia_papyrifera/wb1390-05-1.jpg,broussonettia_papyrifera
dataset/images/lab/Auto_cropped/ilex_opaca/pi2490-06-1.jpg,ilex_opaca
dataset/images/lab/Auto_cropped/prunus_sargentii/ny1095-04-2.jpg,prunus_sargentii
dataset/images/lab/Auto_cropped/cercis_canadensis/pi0015-05-2.jpg,cercis_canadensis
dataset/images/lab/Auto_cropped/quercus_montana/pi0036-01-3.jpg,quercus_montana
dataset/images/field/chionanthus_virginicus/13001305195292.jpg,chionanthus_virginicus
dataset/images/lab/Auto_cropped/maclura_pomifera/pi2775-10-4.jpg,maclura_pomifera
dataset/images/lab/Auto_cropped/acer_negundo/pi2025-04-2.jpg,acer_negundo
dataset/images/lab/Auto_cropped/abies_concolor/ny1179-06-1.jpg,abies_concolor
dataset/images/lab/Auto_cropped/broussonettia_papyrifera/wb1390-01-4.jpg,broussonettia_papyrifera
dataset/images/lab/Auto_cropped/acer_negundo/pi2028-03-3.jpg,acer_negundo
dataset/images/field/carya_cordiformis/13001257145718.jpg,carya_cordiformis
dataset/images/field/liriodendron_tulipifera/12992002746804.jpg,liriodendron_tulipifera
dataset/images/lab/Auto_cropped/prunus_virginiana/wb1319-10-3.jpg,prunus_virginiana
dataset/images/lab/Auto_cropped/fraxinus_nigra/ny1053-10-1.jpg,fraxinus_nigra
dataset/images/lab/Auto_cropped/quercus_muehlenbergii/wb1531-04-1.jpg,quercus_muehlenbergii
dataset/images/lab/Auto_cropped/ilex_opaca/pi0056-07-4.jpg,ilex_opaca
dataset/images/lab/Auto_cropped/chionanthus_virginicus/pi0034-06-3.jpg,chionanthus_virginicus
dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-04-4.jpg,diospyros_virginiana
dataset/images/lab/Auto_cropped/abies_concolor/ny1157-24-2.jpg,abies_concolor
dataset/images/lab/Auto_cropped/quercus_montana/pi0039-01-4.jpg,quercus_montana
dataset/images/lab/Auto_cropped/acer_rubrum/pi2609-03-3.jpg,acer_rubrum
dataset/images/lab/Auto_cropped/gleditsia_triacanthos/pi2768-03-2.jpg,gleditsia_triacanthos
dataset/images/field/abies_concolor/12995309749937.jpg,abies_concolor
dataset/images/field/prunus_virginiana/13002169497528.jpg,prunus_virginiana
dataset/images/field/quercus_montana/13292231177222.jpg,quercus_montana
dataset/images/field/acer_palmatum/13001152963635.jpg,acer_palmatum
dataset/images/lab/Auto_cropped/cercis_canadensis/pi0014-06-1.jpg,cercis_canadensis
dataset/images/field/acer_rubrum/13001155900043.jpg,acer_rubrum
dataset/images/lab/Auto_cropped/carya_cordiformis/pi0054-05-3.jpg,carya_cordiformis
dataset/images/lab/Auto_cropped/ulmus_pumila/ny1050-09-1.jpg,ulmus_pumila
dataset/images/field/cryptomeria_japonica/13001326978622.jpg,cryptomeria_japonica
dataset/images/field/acer_palmatum/13001152963580.jpg,acer_palmatum
dataset/images/lab/Auto_cropped/cercis_canadensis/pi0001-03-1.jpg,cercis_canadensis
dataset/images/lab/Auto_cropped/acer_negundo/pi2027-06-2.jpg,acer_negundo
dataset/images/lab/Auto_cropped/ulmus_rubra/pi2614-08-3.jpg,ulmus_rubra
dataset/images/field/ulmus_americana/1249315489_0001.jpg,ulmus_americana
dataset/images/lab/Auto_cropped/acer_rubrum/pi2773-10-1.jpg,acer_rubrum
dataset/images/field/abies_concolor/12995309744941.jpg,abies_concolor
dataset/images/lab/Auto_cropped/ulmus_rubra/wb1219-06-4.jpg,ulmus_rubra
dataset/images/field/ostrya_virginiana/13001985588878.jpg,ostrya_virginiana
dataset/images/lab/Auto_cropped/ptelea_trifoliata/pi0007-04-1.jpg,ptelea_trifoliata
dataset/images/lab/Auto_cropped/broussonettia_papyrifera/wb1390-04-2.jpg,broussonettia_papyrifera
dataset/images/lab/Auto_cropped/ptelea_trifoliata/pi0004-02-4.jpg,ptelea_trifoliata
dataset/images/lab/Auto_cropped/carya_cordiformis/pi0054-07-1.jpg,carya_cordiformis
dataset/images/field/ostrya_virginiana/13001985584203.jpg,ostrya_virginiana
dataset/images/field/prunus_virginiana/13002166695903.jpg,prunus_virginiana
dataset/images/lab/Auto_cropped/acer_palmatum/wb1128-01-1.jpg,acer_palmatum
dataset/images/field/gleditsia_triacanthos/12992001142858.jpg,gleditsia_triacanthos
dataset/images/field/liriodendron_tulipifera/12992002529231.jpg,liriodendron_tulipifera
dataset/images/lab/Auto_cropped/fraxinus_nigra/ny1053-07-2.jpg,fraxinus_nigra
dataset/images/field/prunus_virginiana/13010820790199.jpg,prunus_virginiana
dataset/images/field/prunus_virginiana/13002166692284.jpg,prunus_virginiana
dataset/images/lab/Auto_cropped/cercis_canadensis/pi0001-11-2.jpg,cercis_canadensis
dataset/images/field/chionanthus_virginicus/13001305197782.jpg,chionanthus_virginicus
dataset/images/lab/Auto_cropped/gleditsia_triacanthos/pi2769-11-2.jpg,gleditsia_triacanthos
dataset/images/lab/Auto_cropped/broussonettia_papyrifera/ny1124-01-3.jpg,broussonettia_papyrifera
dataset/images/lab/Auto_cropped/asimina_triloba/pi2180-08-3.jpg,asimina_triloba
dataset/images/lab/Auto_cropped/styrax_japonica/ny1001-08-2.jpg,styrax_japonica
dataset/images/lab/Auto_cropped/asimina_triloba/pi2181-05-1.jpg,asimina_triloba
dataset/images/lab/Auto_cropped/fraxinus_nigra/ny1053-01-4.jpg,fraxinus_nigra
dataset/images/lab/Auto_cropped/fraxinus_nigra/ny1053-30-1.jpg,fraxinus_nigra
